IDENTIFIER,val_TE_30,val_TE_60,val_TE_90,pval_TE_30,pval_TE_60,pval_TE_90
AC027644.3,0.542142363,-2.24976641,1.79653839,0.999968765,0.999993293,0.999921572
AC027667.1,0,0,0,1,1,1
AC027673.1,0,0,0,1,1,1
AC027682.1,-0.59627085,0,0,0.999968765,1,1
AC027682.2,0,0,0,1,1,1
AC027682.3,0,0,0,1,1,1
AC027682.4,0,0,0,1,1,1
AC027682.5,0,0,0,1,1,1
AC027682.6,-0.297456368,-0.116733101,0.984667646,0.999968765,0.999993293,0.999921572
AC027682.7,0,0,0,1,1,1
AC027688.1,0,0,0,1,1,1
AC027688.2,0,0,0,1,1,1
AC027698.1,0,0,0,1,1,1
AC027701.1,0,0,0,1,1,1
AC027702.1,0.64082597,-5.894932343,0.28968502,0.999968765,0.999993293,0.999921572
AC027763.1,0,0,0,1,1,1
AC027763.2,0,0,0,1,1,1
AC027779.1,0,0,0,1,1,1
AC027779.2,0,0,0,1,1,1
AC027779.3,0,0,0,1,1,1
AC027796.1,0,0,0,1,1,1
AC027796.2,0,0,0,1,1,1
AC027796.3,9.365935056,0,0,0.94126093,1,1
AC027796.4,0,0,0,1,1,1
AC027796.5,0,0,0,1,1,1
AC027801.1,0,-9.364798,-4.165659,1,0.9999933,0.9999216
AC027801.2,0,0,0,1,1,1
AC027801.3,0,0,0,1,1,1
AC027801.4,0,0,0,1,1,1
AC027801.5,0,0,0,1,1,1
AC027804.1,0,0,0,1,1,1
AC027807.1,0,0,0,1,1,1
AC027807.2,0,0,0,1,1,1
AC027808.1,0,0,0,1,1,1
AC027808.2,0,0,0,1,1,1
AC032011.1,0,0,0,1,1,1
AC032019.1,0,0,0,1,1,1
AC032019.2,0,0,0,1,1,1
AC032044.1,0,0,0,1,1,1
AC032044.2,0,0,0,1,1,1
AC034102.1,0,0,0,1,1,1
AC034102.2,-4.956721869,0,0,0.999968765,1,1
AC034102.3,0,0,0,1,1,1
AC034102.4,0,0,0,1,1,1
AC034102.5,0,0,0,1,1,1
AC034102.6,0,0,0,1,1,1
AC034102.7,0,0,0,1,1,1
AC034102.8,0,0,0,1,1,1
AC034105.1,0,0,0,1,1,1
AC034105.2,0,0,0,1,1,1
AC034105.3,0,0,0,1,1,1
AC034105.4,0,0,0,1,1,1
AC034105.5,0,0,0,1,1,1
AC034111.1,0,9.997552616,0,1,0.999401774,1
AC034114.1,0,0,0,1,1,1
AC034154.1,0,0,0,1,1,1
AC034159.1,0,0,0,1,1,1
AC034187.1,0,0,0,1,1,1
AC034195.1,0,0,0,1,1,1
AC034198.1,0,0,0,1,1,1
AC034198.2,0.4752128,-1.132555,-0.867954,0.9999688,0.9999933,0.9999216
AC034199.1,0,0,0,1,1,1
AC034205.1,0,0,0,1,1,1
AC034205.2,0,0,0,1,1,1
AC034205.3,0,0,0,1,1,1
AC034206.1,0,0,0,1,1,1
AC034207.1,0,0,0,1,1,1
AC034213.1,0,0,0,1,1,1
AC034222.1,0,0,0,1,1,1
AC034223.1,0,0,0,1,1,1
AC034223.2,0,0,0,1,1,1
AC034226.1,0,0,0,1,1,1
AC034228.1,0,0,0,1,1,1
AC034228.2,0,0,0,1,1,1
AC034228.3,0,0,0,1,1,1
AC034229.1,0,0,0,1,1,1
AC034229.2,0,0,0,1,1,1
AC034229.3,0,0,0,1,1,1
AC034229.4,0,0,0,1,1,1
AC034229.5,0,0,0,1,1,1
AC034229.6,0,0,0,1,1,1
AC034231.1,0.554294864,0.871634032,-0.54459477,0.999968765,0.999993293,0.999921572
AC034232.1,0,0,0,1,1,1
AC034232.2,0,0,0,1,1,1
AC034234.1,0,0,0,1,1,1
AC034236.1,0,2.425490512,0,1,0.999993293,1
AC034236.2,0.18964229,1.76080918,0.392521758,0.999968765,0.955445081,0.999921572
AC034236.3,0,0,0,1,1,1
AC034238.1,0,0,0,1,1,1
AC034238.2,0,0,0,1,1,1
AC034238.3,0,0,0,1,1,1
AC034243.1,-1.0393968,0.2395636,0.9317981,0.9999688,0.9999933,0.9999216
AC034244.1,0,0,0,1,1,1
AC034244.2,0,0,0,1,1,1
AC034245.1,0,0,0,1,1,1
AC034268.1,0,0,0,1,1,1
AC034268.2,0,0,0,1,1,1
AC035139.1,0,0,0,1,1,1
AC035140.1,0,0,0,1,1,1
AC036101.1,0,0,0,1,1,1
AC036103.1,0,0,0,1,1,1
AC036108.1,0,-7.908375882,-1.152565697,1,0.999993293,0.999921572
AC036108.2,0,0,0,1,1,1
AC036108.3,0,0,0,1,1,1
AC036108.4,4.826637368,0,0,0.559595223,1,1
AC036111.1,0,0,0,1,1,1
AC036111.2,0,0,0,1,1,1
AC036111.3,0,0,0,1,1,1
AC036164.1,0,0,0,1,1,1
AC036176.1,1.872133814,0.28207746,1.361519539,0.999968765,0.999993293,0.999921572
AC036176.2,0,0,0,1,1,1
AC036176.3,0,0,0,1,1,1
AC036214.1,-5.027638,1.2061278,0,0.9999688,0.9999933,1
AC036214.2,0,0,0,1,1,1
AC036214.3,0,0.531339,0,1,0.9999933,1
AC036222.1,0,0,0,1,1,1
AC036222.2,0,0,0,1,1,1
AC037198.1,0,0,0,1,1,1
AC037198.2,-4.11315124,0,0,0.999968765,1,1
AC037198.3,0,0,0,1,1,1
AC037441.1,0,0,0,1,1,1
AC037441.2,0,0,0,1,1,1
AC037450.1,0,0,0,1,1,1
AC037459.1,-6.482366484,0,4.989012228,0.012041923,1,0.999921572
AC037459.2,0,0,0,1,1,1
AC037459.3,0,0,0,1,1,1
AC037459.4,0,0,0,1,1,1
AC037471.1,0,0,0,1,1,1
AC037471.2,0,0,0,1,1,1
AC037479.1,0,0,0,1,1,1
AC037482.1,0,0,0,1,1,1
AC037482.2,0,0,0,1,1,1
AC037482.3,0,0,0,1,1,1
AC037486.1,0,-5.373364,0,1,0.9999933,1
AC037487.1,0,0,0,1,1,1
AC037487.2,0,0,0,1,1,1
AC037487.3,0,0,0,1,1,1
AC037487.4,0,0,0,1,1,1
AC039056.1,0,0,0,1,1,1
AC039056.2,0,0,0,1,1,1
AC040160.1,0,0,0,1,1,1
AC040160.2,0,0,0,1,1,1
AC040162.1,1.808806342,9.199885224,13.23461661,0.999968765,5.35E-59,0.999921572
AC040162.2,0,0,0,1,1,1
AC040162.3,0,0,15.53770815,1,1,0.999921572
AC040162.4,0,0,0,1,1,1
AC040168.1,0,0,0,1,1,1
AC040169.1,0.41764855,-0.851545777,-1.214981441,0.999968765,0.999993293,0.999921572
AC040169.2,0,0,0,1,1,1
AC040169.3,0,0,0,1,1,1
AC040170.1,0,0,0,1,1,1
AC040173.1,0,0,0,1,1,1
AC040174.1,0,0,0,1,1,1
AC040174.2,0,0,0,1,1,1
AC040896.1,0,0,0,1,1,1
AC040904.1,0,0,0,1,1,1
AC040914.1,0,0,0,1,1,1
AC040918.1,0,0,0,1,1,1
AC040926.1,0,0,0,1,1,1
AC040934.1,0,0,0,1,1,1
AC040936.1,0,0,0,1,1,1
AC040958.1,0,0,0,1,1,1
AC040963.1,0,0,0,1,1,1
AC040970.1,-0.566124564,1.879851481,0.872470702,0.999968765,0.999993293,0.999921572
AC040975.1,0,0,0,1,1,1
AC040977.1,0,0,0,1,1,1
AC040977.2,0,0,0,1,1,1
AC040978.1,0,0,0,1,1,1
AC041039.1,0,0,0,1,1,1
AC041040.1,0,0,0,1,1,1
AC041040.2,0,0,0,1,1,1
AC044781.1,0,0,0,1,1,1
AC044784.1,0,0,0,1,1,1
AC044784.2,0,0,0,1,1,1
AC044787.1,0.568143281,1.535456948,1.035424648,0.999968765,0.999993293,0.999921572
AC044791.1,0,0,0,1,1,1
AC044792.1,0,0,0,1,1,1
AC044797.1,0,0,0,1,1,1
AC044798.1,0,0,0,1,1,1
AC044798.2,0,0,0,1,1,1
AC044802.1,0.007525418,0,0,0.999968765,1,1
AC044802.2,0,0,0,1,1,1
AC044810.1,0,0,0,1,1,1
AC044810.10,0,0,0,1,1,1
AC044810.2,0,-6.297843122,0,1,0.999993293,1
AC044810.3,0,0,0,1,1,1
AC044810.4,0,0,0,1,1,1
AC044810.5,0,0,0,1,1,1
AC044810.6,0,0,0,1,1,1
AC044810.7,0,0,0,1,1,1
AC044810.8,0,0,0,1,1,1
AC044810.9,0,0,0,1,1,1
AC044836.1,0,0,0,1,1,1
AC044839.1,0,0,0,1,1,1
AC044839.2,0,0,0,1,1,1
AC044839.3,0,0,0,1,1,1
AC044839.4,0,0,0,1,1,1
AC044840.1,0,0,0,1,1,1
AC044849.1,0,0,0,1,1,1
AC044849.2,0,0,0,1,1,1
AC044860.1,0,-5.435505,0,1,0.9999933,1
AC044860.2,0,0,0,1,1,1
AC044860.3,0,0,0,1,1,1
AC044873.1,0,0,0,1,1,1
AC044913.1,0,0,0,1,1,1
AC046130.1,0,0,0,1,1,1
AC046130.2,0,0,0,1,1,1
AC046134.1,0,0,0,1,1,1
AC046136.1,0,0,0,1,1,1
AC046143.1,-1.535304268,-0.398890163,-1.016331576,0.999968765,0.999993293,0.999921572
AC046143.2,0,0,0,1,1,1
AC046144.1,0,0,0,1,1,1
AC046158.1,0,0,0,1,1,1
AC046158.2,0,0,0,1,1,1
AC046158.3,0,0,0,1,1,1
AC046158.4,0,0,0,1,1,1
AC046168.1,0,0,0,1,1,1
AC046168.2,0,0,0,1,1,1
AC046176.1,0,0,0,1,1,1
AC046185.1,0,0,0,1,1,1
AC046185.2,0,0,-5.260982,1,1,0.9999216
AC046185.3,0,0,0,1,1,1
AC046195.1,0,0,0,1,1,1
AC046195.2,0,0,0,1,1,1
AC048334.1,0,0,0,1,1,1
AC048337.1,0,0,0,1,1,1
AC048338.1,0.2400342,-2.7083603,-1.6030951,0.9999688,0.8582489,0.9999216
AC048338.2,0,0,0,1,1,1
AC048341.1,0,0,0,1,1,1
AC048341.2,0.288382342,2.908034786,2.086749609,0.999968765,0.973702487,0.999921572
AC048341.3,0,0,0,1,1,1
AC048344.1,0,0,0,1,1,1
AC048344.2,0,0,0,1,1,1
AC048344.3,0,0,0,1,1,1
AC048344.4,0,0,0,1,1,1
AC048346.1,0,0,0,1,1,1
AC048347.1,0,0,0,1,1,1
AC048351.1,0,0,0,1,1,1
AC048380.1,0,0,0,1,1,1
AC048380.2,0,0,0,1,1,1
AC048380.3,0,0,0,1,1,1
AC048380.4,0,0,0,1,1,1
AC048382.1,0,0,0,1,1,1
AC048382.2,0,0,0,1,1,1
AC048382.3,0,0,0,1,1,1
AC048382.4,0,0,0,1,1,1
AC048382.5,0,0,0,1,1,1
AC048382.6,0,0,0,1,1,1
AC048383.1,0,0,0,1,1,1
AC048387.1,0,0,0,1,1,1
AC051618.1,0,0,0,1,1,1
AC051619.1,0.957956494,0,0,0.999968765,1,1
AC051619.2,0,0,0,1,1,1
AC051619.3,0,0,0,1,1,1
AC051619.4,0,0,0,1,1,1
AC051619.5,0,0,0,1,1,1
AC051619.6,0,0,0,1,1,1
AC051619.7,-2.482573257,0,0,0.999968765,1,1
AC051619.8,-0.617402458,-0.06662187,-2.110642368,0.999968765,0.999993293,0.991881891
AC051619.9,0,0,0,1,1,1
AC051649.1,0,0,0,1,1,1
AC051649.2,0,0,0,1,1,1
AC053481.1,0,0,0,1,1,1
AC053481.2,0,0,0,1,1,1
AC053481.3,0,0,0,1,1,1
AC053481.4,0,0,0,1,1,1
AC053481.5,0,0,0,1,1,1
AC053503.1,0,0,0,1,1,1
AC053503.2,0,0,0,1,1,1
AC053503.3,0,0,0,1,1,1
AC053503.4,0,0,0,1,1,1
AC053503.5,0,0,0,1,1,1
AC053503.6,0,-5.817376863,0,1,0.999993293,1
AC053513.1,0,0,0,1,1,1
AC053527.1,0,0,1.77269711,1,1,0.999921572
AC055713.1,-0.027388,0.80766,1.282265,0.9999688,0.9999933,0.9999216
AC055716.1,0,0,0,1,1,1
AC055716.2,0,0,0,1,1,1
AC055716.3,0,0,0,1,1,1
AC055717.1,0,0,0,1,1,1
AC055717.2,0,0,0,1,1,1
AC055717.3,0,0,0,1,1,1
AC055720.1,0,0,0,1,1,1
AC055720.2,0,0,0,1,1,1
AC055731.1,0,0,0,1,1,1
AC055733.1,0,0,0,1,1,1
AC055733.2,0,0,0,1,1,1
AC055733.3,0,0,0,1,1,1
AC055733.4,0,0,0,1,1,1
AC055736.1,0,0,0,1,1,1
AC055748.1,0,0,0,1,1,1
AC055753.1,0,0,0,1,1,1
AC055758.1,0,0,0,1,1,1
AC055758.2,0,0,0,1,1,1
AC055764.1,0,0,0,1,1,1
AC055764.2,0,0,0,1,1,1
AC055811.1,0,0,0,1,1,1
AC055811.2,-0.739115,0.489976,-1.747382,0.9999688,0.9999933,0.9999216
AC055811.3,0,0,0,1,1,1
AC055811.4,0,0,0,1,1,1
AC055813.1,0,0,8.339919901,1,1,0.999921572
AC055822.1,0,0,0,1,1,1
AC055839.1,0,0,0,1,1,1
AC055854.1,0,0,0,1,1,1
AC055855.1,0,-7.382262912,0,1,0.797271017,1
AC055855.2,0,0,0,1,1,1
AC055855.3,0,0,0,1,1,1
AC055860.1,0,0,0,1,1,1
AC055872.1,0,0,0,1,1,1
AC055874.1,0,0,0,1,1,1
AC055876.1,0,0,0,1,1,1
AC055876.2,0,0,0,1,1,1
AC055876.3,0,0,0,1,1,1
AC055876.4,0,0,0,1,1,1
AC055876.5,0,0,0,1,1,1
AC055878.1,0,0,0,1,1,1
AC058791.1,0,0,0,1,1,1
AC058822.1,0,0,0,1,1,1
AC058823.1,0,0,0,1,1,1
AC060234.1,0,0,0,1,1,1
AC060234.2,0,0,0,1,1,1
AC060234.3,0,0,0,1,1,1
AC060764.1,0,0,0,1,1,1
AC060765.1,0,0,0,1,1,1
AC060766.1,0,0,0,1,1,1
AC060766.2,0,0,0,1,1,1
AC060766.3,0,0,0,1,1,1
AC060766.4,0,0,0,1,1,1
AC060766.5,0,0,0,1,1,1
AC060766.6,0,0,0,1,1,1
AC060766.7,0,0,0,1,1,1
AC060771.1,0,0,0,1,1,1
AC060773.1,0,0,0,1,1,1
AC060775.1,0,0,0,1,1,1
AC060780.1,-3.25038894,0.349579,0.124539,0.6281003,0.9999933,0.9999216
AC060780.2,0,0,0,1,1,1
AC060780.3,0,0,0,1,1,1
AC060788.1,0,0,0,1,1,1
AC060809.1,0,0,0,1,1,1
AC060814.1,0,0,0,1,1,1
AC060814.2,0,0,0,1,1,1
AC060814.3,0,0,0,1,1,1
AC060814.4,0,0,0,1,1,1
AC060814.5,0,0,0,1,1,1
AC060814.6,0,0,0,1,1,1
AC060834.1,0,0,0,1,1,1
AC060834.2,0,0,0,1,1,1
AC060835.1,0,0,0,1,1,1
AC061709.1,0,0,0,1,1,1
AC061709.2,0,0,0,1,1,1
AC061961.1,0,0,0,1,1,1
AC061965.1,0,0,0,1,1,1
AC061975.1,0,0,0,1,1,1
AC061975.2,0,0,0,1,1,1
AC061975.3,0,0,0,1,1,1
AC061975.4,0,0,0,1,1,1
AC061975.5,0,0,0,1,1,1
AC061975.6,0,0,0,1,1,1
AC061975.7,0,0,0,1,1,1
AC061975.8,0,0,0,1,1,1
AC061979.1,0,0,0,1,1,1
AC061992.1,-0.7505135,-0.4323399,0.4237202,0.9999688,0.9999933,0.9999216
AC061999.1,0,0,0,1,1,1
AC062004.1,0,0,0,1,1,1
AC062015.1,0,0,0,1,1,1
AC062016.1,0,0,0,1,1,1
AC062016.2,0,0,0,1,1,1
AC062017.1,0,0,0,1,1,1
AC062020.1,0,0,0,1,1,1
AC062021.1,0,0,0,1,1,1
AC062022.1,0,0,0,1,1,1
AC062028.1,0,0,0,1,1,1
AC062028.2,0,0,0,1,1,1
AC062029.1,-3.045604051,-1.897561241,2.497745711,0.999968765,0.999993293,0.999921572
AC062031.1,0,0,0,1,1,1
AC062032.1,0,0,0,1,1,1
AC062037.1,0,0,0,1,1,1
AC062037.2,0,0,0,1,1,1
AC062039.1,0,0,0,1,1,1
AC063919.1,0,0,0,1,1,1
AC063923.1,0,0,0,1,1,1
AC063923.2,0,0,0,1,1,1
AC063924.1,0,0,0,1,1,1
AC063926.1,0,0,0,1,1,1
AC063926.2,0,0,0,1,1,1
AC063926.3,11.265916,0,0,0.9999688,1,1
AC063943.1,0,0,0,1,1,1
AC063943.2,0,0,0,1,1,1
AC063943.3,0,0,0,1,1,1
AC063944.1,0,0,0,1,1,1
AC063944.2,0,0,0,1,1,1
AC063944.3,0,0,0,1,1,1
AC063947.1,0,0,0,1,1,1
AC063947.2,0,0,0,1,1,1
AC063948.1,0,0,0,1,1,1
AC063949.1,0,0,0,1,1,1
AC063949.2,0,0,0,1,1,1
AC063950.1,0,0,0,1,1,1
AC063952.1,0,0,0,1,1,1
AC063952.2,-0.6765024,0.0698415,0.1024241,0.9999688,0.9999933,0.9999216
AC063952.3,0,0,0,1,1,1
AC063952.4,0,0,0,1,1,1
AC063955.1,0,0,0,1,1,1
AC063961.1,0,0,0,1,1,1
AC063962.1,0,0,0,1,1,1
AC063965.1,0,0,0,1,1,1
AC063976.1,0,0,0,1,1,1
AC063976.2,0,0,11.16240054,1,1,0.999921572
AC063976.3,0,0,0,1,1,1
AC063976.4,0,0,0,1,1,1
AC063977.1,0,0,0,1,1,1
AC063977.2,0,0,0,1,1,1
AC063977.3,0,0,0,1,1,1
AC063977.4,0,0,0,1,1,1
AC063977.5,0,0,0,1,1,1
AC063977.6,0,0,0,1,1,1
AC063977.7,0,0,0,1,1,1
AC063979.1,0,0,0,1,1,1
AC063979.2,0,0,0,1,1,1
AC063980.1,0,0,0,1,1,1
AC064799.1,0,0,0,1,1,1
AC064799.2,0,0,0,1,1,1
AC064801.1,0,0,0,1,1,1
AC064801.2,0,0,0,1,1,1
AC064802.1,0,0,-4.488261,1,1,0.9999216
AC064805.1,0,0,0,1,1,1
AC064805.2,0,0,0,1,1,1
AC064807.1,0.292954708,-0.804765651,-0.310275864,0.999968765,0.999993293,0.999921572
AC064807.2,0,0,0,1,1,1
AC064807.3,0,0,0,1,1,1
AC064807.4,0,0,0,1,1,1
AC064834.1,0,0,0,1,1,1
AC064836.1,0,0,0,1,1,1
AC064836.2,0,0,0,1,1,1
AC064836.3,0,-1.543513,0,1,0.9999933,1
AC064847.1,0,0,0,1,1,1
AC064850.1,0,0,0,1,1,1
AC064852.1,0,0,0,1,1,1
AC064853.1,0,0,0,1,1,1
AC064853.2,0,0,0,1,1,1
AC064859.1,0,0,0,1,1,1
AC064862.1,0,0,0,1,1,1
AC064862.2,0,0,0,1,1,1
AC064862.3,0,0,0,1,1,1
AC064862.4,0,0,0,1,1,1
AC064862.5,0,0,0,1,1,1
AC064862.6,0,0,0,1,1,1
AC064862.7,0,0,0,1,1,1
AC064871.1,0,0,0,1,1,1
AC064872.1,0,0,0,1,1,1
AC064874.1,0,0,0,1,1,1
AC064875.1,0,0,0,1,1,1
AC066595.1,0,0,0,1,1,1
AC066612.1,0,0,0,1,1,1
AC066612.2,0,0,0,1,1,1
AC066613.1,0,0,0,1,1,1
AC066613.2,0,0,0,1,1,1
AC066615.1,0,0,0,1,1,1
AC066616.1,0,0,0,1,1,1
AC066616.2,0,0,0,1,1,1
AC066692.1,0,0,0,1,1,1
AC067735.1,0.731632979,0.405053619,2.728365454,0.999968765,0.999993293,0.999921572
AC067747.1,0,0,0,1,1,1
AC067750.1,0.659302211,1.777761628,-1.170524253,0.999968765,0.999993293,0.999921572
AC067773.1,0,0,0,1,1,1
AC067796.1,0,0,0,1,1,1
AC067805.1,0,0,0,1,1,1
AC067817.1,0,0,0,1,1,1
AC067817.2,0,0,0,1,1,1
AC067819.1,0,0,0,1,1,1
AC067838.1,0,0,0,1,1,1
AC067852.1,0,0,0,1,1,1
AC067852.2,-0.227032885,-0.529336922,0.503696807,0.999968765,0.999993293,0.999921572
AC067852.3,0,0,0,1,1,1
AC067852.4,0,-0.221610946,0,1,0.999993293,1
AC067852.5,0,0,0,1,1,1
AC067852.6,0,0,0,1,1,1
AC067852.7,0,0,0,1,1,1
AC067863.1,0,0,0,1,1,1
AC067863.2,0,0,0,1,1,1
AC067863.3,0,0,0,1,1,1
AC067904.1,0,0,0,1,1,1
AC067904.2,0,0,0,1,1,1
AC067904.3,0,0,0,1,1,1
AC067930.1,0,0,0,1,1,1
AC067930.2,0,0,0,1,1,1
AC067930.3,0,0,0,1,1,1
AC067930.4,-0.7275252,0,0,0.9999688,1,1
AC067930.5,0,0,0,1,1,1
AC067930.6,0,0,0,1,1,1
AC067930.7,0,0,0,1,1,1
AC067930.8,0,0,0,1,1,1
AC067930.9,0,0,0,1,1,1
AC067931.1,0,0,0,1,1,1
AC067931.2,0,0,0,1,1,1
AC067931.3,0,-7.387242101,0,1,0.999993293,1
AC067940.1,0,0,0,1,1,1
AC067942.1,0,0,0,1,1,1
AC067942.2,0,0,0,1,1,1
AC067942.3,0,0,0,1,1,1
AC067945.1,0,0,0,1,1,1
AC067945.2,0,0,0,1,1,1
AC067945.3,0,0,0,1,1,1
AC067956.1,0,0,0,1,1,1
AC067959.1,0,0,0,1,1,1
AC067960.1,0,0,0,1,1,1
AC067968.1,-0.27478484,1.450422523,-7.540273949,0.999968765,0.999993293,0.0000377
AC067968.2,0,0,0,1,1,1
AC067969.1,0,0,0,1,1,1
AC067969.2,0,0,0,1,1,1
AC068014.1,0,0,0,1,1,1
AC068020.1,0,0,0,1,1,1
AC068025.1,0,0,0,1,1,1
AC068025.2,0,0,0,1,1,1
AC068042.1,0,0,0,1,1,1
AC068044.1,0,0,0,1,1,1
AC068050.1,0,0,0,1,1,1
AC068051.1,0,0,0,1,1,1
AC068057.1,0,0,0,1,1,1
AC068057.2,0,0,0,1,1,1
AC068058.1,0,0,0,1,1,1
AC068075.1,0,0,0,1,1,1
AC068112.1,0,0,0,1,1,1
AC068134.1,0,0,0,1,1,1
AC068134.2,0,0,0,1,1,1
AC068134.3,0,0,0,1,1,1
AC068134.4,0,0,0,1,1,1
AC068135.1,0,0,0,1,1,1
AC068135.2,0,0,0,1,1,1
AC068137.1,0,0,0,1,1,1
AC068137.2,0,0,0,1,1,1
AC068137.3,0,0,0,1,1,1
AC068137.4,0,0,0,1,1,1
AC068138.1,0,0,0,1,1,1
AC068152.1,-0.184825561,-0.85919955,-0.683476236,0.999968765,0.999993293,0.999921572
AC068189.1,0,0,0,1,1,1
AC068189.2,0,0,0,1,1,1
AC068196.1,0,0,0,1,1,1
AC068205.1,0,0,0,1,1,1
AC068205.2,0,2.377746869,0,1,0.999993293,1
AC068205.3,0,0,0,1,1,1
AC068205.4,0,0,0,1,1,1
AC068213.1,0,0,0,1,1,1
AC068228.1,0,0,0,1,1,1
AC068228.2,0,0,0,1,1,1
AC068228.3,0,0,0,1,1,1
AC068234.1,0.92320815,-0.358911611,-0.141743348,0.999968765,0.999993293,0.999921572
AC068234.2,0,0,0,1,1,1
AC068254.1,0,0,0,1,1,1
AC068254.2,5.601921888,0,-8.265658373,0.999968765,1,0.999921572
AC068276.1,0,0,0,1,1,1
AC068279.1,0,0,0,1,1,1
AC068282.1,-0.5963188,0.7070614,-0.7902079,0.9999688,0.9999933,0.9999216
AC068286.1,0,-3.084418763,0,1,0.999993293,1
AC068287.1,0,0,0,1,1,1
AC068295.1,0,0,0,1,1,1
AC068298.1,0,0,0,1,1,1
AC068299.1,0,0,0,1,1,1
AC068305.1,0,0,0,1,1,1
AC068305.2,0,0,0,1,1,1
AC068305.3,0,0,0,1,1,1
AC068305.4,0,0,0,1,1,1
AC068305.5,0,0,0,1,1,1
AC068305.6,0,0,0,1,1,1
AC068313.1,0,0,0,1,1,1
AC068338.1,0,0,0,1,1,1
AC068338.2,0.258799,-0.054375,0.224988,0.9999688,0.9999933,0.9999216
AC068338.3,0,-0.486965,0,1,0.9999933,1
AC068339.1,0,0,0,1,1,1
AC068339.2,0,0,0,1,1,1
AC068385.1,0,0,0,1,1,1
AC068389.1,12.902499,0,0,0.0000507,1,1
AC068389.2,0,0,0,1,1,1
AC068389.3,0,0,0,1,1,1
AC068389.4,0,0,0,1,1,1
AC068397.1,0,0,0,1,1,1
AC068397.2,0,0,0,1,1,1
AC068400.1,0,0,0,1,1,1
AC068400.2,0,0,0,1,1,1
AC068408.1,0,0,0,1,1,1
AC068408.2,0,0,0,1,1,1
AC068413.1,0,0,0,1,1,1
AC068418.1,0,0,0,1,1,1
AC068418.2,9.516823347,0,0,0.999968765,1,1
AC068446.1,0,0,0,1,1,1
AC068446.2,0,0,0,1,1,1
AC068446.3,0,0,0,1,1,1
AC068446.4,0,0,0,1,1,1
AC068448.1,0.140529481,5.737710473,6.578093099,0.999968765,0.273564158,0.982020138
AC068472.1,0,0,0,1,1,1
AC068473.1,0,0,-1.978768664,1,1,0.999921572
AC068473.2,0,0,0,1,1,1
AC068473.3,0,0,-4.524438927,1,1,0.999921572
AC068473.4,0,0,0,1,1,1
AC068473.5,0.085357203,1.100202801,2.283070802,0.999968765,0.999993293,0.999921572
AC068473.6,0,0,0,1,1,1
AC068473.7,0,0,0,1,1,1
AC068473.8,0,0,0,1,1,1
AC068473.9,0,0,0,1,1,1
AC068481.1,0,0,0,1,1,1
AC068483.1,0,0,0,1,1,1
AC068489.1,0,0,0,1,1,1
AC068490.1,0,0,0,1,1,1
AC068491.1,0,0,0,1,1,1
AC068491.2,0,0,0,1,1,1
AC068491.3,0,0,0,1,1,1
AC068491.4,9.508513908,10.6068876,-7.490917004,0.999968765,0.992295948,0.999921572
AC068492.1,0,0,0,1,1,1
AC068506.1,0,0,0,1,1,1
AC068512.1,0,0,0,1,1,1
AC068522.1,0,0,0,1,1,1
AC068531.1,0,0,0,1,1,1
AC068533.1,0,0,0,1,1,1
AC068533.2,0,0,0,1,1,1
AC068533.3,0,0,0,1,1,1
AC068533.4,1.180394546,-2.512561535,0,0.999968765,0.999993293,1
AC068535.1,0,0,0,1,1,1
AC068538.1,0,0,0,1,1,1
AC068544.1,-0.834558773,0,0,0.999968765,1,1
AC068547.1,0,0,0,1,1,1
AC068580.1,0,0,0,1,1,1
AC068580.2,0,0,0,1,1,1
AC068580.3,0,0,0,1,1,1
AC068580.4,-6.979275437,-6.532586584,-9.270221635,0.999968765,0.999993293,0.999921572
AC068587.1,0,0,0,1,1,1
AC068587.2,0,0,0,1,1,1
AC068587.3,0,0,0,1,1,1
AC068587.4,0,0,0,1,1,1
AC068587.5,0,0,0,1,1,1
AC068587.6,0,0,0,1,1,1
AC068594.1,0,0,0,1,1,1
AC068594.2,0,0,0,1,1,1
AC068594.3,0,0,0,1,1,1
AC068594.4,0,0,0,1,1,1
AC068599.1,0,0,0,1,1,1
AC068620.1,0,0,0,1,1,1
AC068620.2,0.38870705,2.056497256,0,0.999968765,0.999993293,1
AC068620.3,0,0,0,1,1,1
AC068620.4,0,0,0,1,1,1
AC068631.1,0.069031444,5.252142104,0,0.999968765,0.833630386,1
AC068631.2,-0.057832414,-0.212496672,-0.825299115,0.999968765,0.999993293,0.999921572
AC068631.3,0,0,0,1,1,1
AC068633.1,0,0,0,1,1,1
AC068643.1,0,0,0,1,1,1
AC068643.2,0,0,0,1,1,1
AC068647.1,0,0,0,1,1,1
AC068647.2,0,0,0,1,1,1
AC068657.1,0,0,0,1,1,1
AC068658.1,0,0,0,1,1,1
AC068669.1,0,0,0,1,1,1
AC068672.1,0,0,0,1,1,1
AC068672.2,0,0,0,1,1,1
AC068672.3,0,0,0,1,1,1
AC068675.1,0,0,0,1,1,1
AC068700.1,0,0,0,1,1,1
AC068707.1,0,0,0,1,1,1
AC068714.1,0,0,0,1,1,1
AC068721.1,0,0,0,1,1,1
AC068722.1,0,0,0,1,1,1
AC068722.2,0,0,0,1,1,1
AC068724.1,2.263727456,2.785328805,0,0.999968765,0.999993293,1
AC068724.2,0,0,0,1,1,1
AC068724.3,0,0,0,1,1,1
